id_orden;linea_orden;id_producto;id_vendedor;cantidad;fecha_orden;id_cliente
22;2;1383;72;2;26/01/2004;14486
23;1;8369;56;3;11/01/2004;18638
23;2;4961;14;2;11/01/2004;18638
23;3;3944;87;2;11/01/2004;18638
23;4;6089;32;1;11/01/2004;18638
23;5;1513;59;1;11/01/2004;18638
23;6;1079;73;2;11/01/2004;18638
24;1;4274;27;3;12/01/2004;5766
25;1;4875;94;1;19/01/2004;5310
25;2;8831;28;2;19/01/2004;5310
25;3;5178;62;1;19/01/2004;5310
25;4;5576;77;2;19/01/2004;5310
25;5;8300;4;2;19/01/2004;5310
25;6;2444;38;1;19/01/2004;5310
25;7;7294;55;2;19/01/2004;5310
26;1;4108;100;1;31/01/2004;6765
26;2;7833;44;3;31/01/2004;6765
27;1;492;83;2;10/01/2004;2294
27;2;9865;99;3;10/01/2004;2294
27;3;2109;29;2;10/01/2004;2294
27;4;8652;100;1;10/01/2004;2294
27;5;996;62;2;10/01/2004;2294
27;6;3018;77;2;10/01/2004;2294
27;7;8091;85;1;10/01/2004;2294
28;1;6921;82;2;02/01/2004;1069
28;2;1192;24;2;02/01/2004;1069
28;3;5787;75;2;02/01/2004;1069
28;4;5951;42;2;02/01/2004;1069
28;5;3043;32;3;02/01/2004;1069
28;6;4766;14;1;02/01/2004;1069
28;7;6098;95;2;02/01/2004;1069
28;8;6190;74;2;02/01/2004;1069
29;1;9238;98;1;08/01/2004;16597
30;1;3572;21;3;15/01/2004;4510
30;2;3443;46;3;15/01/2004;4510
30;3;6592;85;1;15/01/2004;4510
31;1;3082;9;1;08/01/2004;15566
31;2;1981;13;2;08/01/2004;15566
31;3;1098;95;3;08/01/2004;15566
31;4;7823;21;3;08/01/2004;15566
31;5;2004;12;2;08/01/2004;15566
31;6;3157;11;2;08/01/2004;15566
31;7;2310;78;2;08/01/2004;15566
31;8;5329;31;1;08/01/2004;15566
32;1;3055;93;3;18/01/2004;292
32;2;2605;19;2;18/01/2004;292
32;3;5524;48;3;18/01/2004;292
32;4;6860;78;3;18/01/2004;292
33;1;5330;29;3;22/01/2004;6240
34;1;3622;54;3;20/01/2004;12854
34;2;8019;45;3;20/01/2004;12854
34;3;1529;30;1;20/01/2004;12854
34;4;636;71;3;20/01/2004;12854
35;1;12;9;1;06/01/2004;12380
35;2;3053;72;1;06/01/2004;12380
35;3;6554;28;3;06/01/2004;12380
35;4;1812;39;2;06/01/2004;12380
35;5;6674;90;3;06/01/2004;12380
35;6;6534;59;1;06/01/2004;12380
36;1;8290;92;3;28/01/2004;3726
36;2;9042;4;1;28/01/2004;3726
36;3;3946;86;3;28/01/2004;3726
36;4;8690;23;2;28/01/2004;3726
36;5;7390;36;3;28/01/2004;3726
37;1;4945;55;2;08/01/2004;18532
37;2;9392;98;3;08/01/2004;18532
37;3;8142;90;2;08/01/2004;18532
37;4;6573;17;3;08/01/2004;18532
37;5;9359;94;1;08/01/2004;18532
37;6;8744;82;2;08/01/2004;18532
37;7;6378;62;3;08/01/2004;18532
37;8;7755;37;3;08/01/2004;18532
37;9;2628;18;2;08/01/2004;18532
38;1;8731;99;2;15/01/2004;3340
38;2;4125;39;2;15/01/2004;3340
38;3;5969;40;2;15/01/2004;3340
38;4;5386;29;1;15/01/2004;3340
38;5;5791;68;1;15/01/2004;3340
38;6;7010;25;2;15/01/2004;3340
38;7;8327;100;2;15/01/2004;3340
38;8;1127;76;2;15/01/2004;3340
39;1;6377;55;2;16/01/2004;970
39;2;1440;43;2;16/01/2004;970
39;3;2471;51;2;16/01/2004;970
39;4;175;7;3;16/01/2004;970
40;1;4774;5;3;18/01/2004;16259
40;2;588;47;1;18/01/2004;16259
40;3;6408;15;2;18/01/2004;16259
40;4;2227;49;1;18/01/2004;16259
40;5;6303;28;3;18/01/2004;16259
41;1;9527;28;3;23/01/2004;9258
41;2;8991;6;3;23/01/2004;9258
41;3;3336;33;2;23/01/2004;9258
41;4;2192;45;2;23/01/2004;9258
41;5;9499;93;2;23/01/2004;9258
41;6;8844;36;3;23/01/2004;9258
41;7;1838;94;2;23/01/2004;9258
41;8;7803;14;3;23/01/2004;9258
42;1;3319;29;2;29/01/2004;5152
42;2;5608;75;2;29/01/2004;5152
42;3;6222;64;1;29/01/2004;5152
42;4;4780;73;2;29/01/2004;5152
42;5;6539;58;3;29/01/2004;5152
42;6;2107;86;2;29/01/2004;5152
42;7;8655;77;1;29/01/2004;5152
42;8;3736;64;1;29/01/2004;5152
42;9;6466;44;2;29/01/2004;5152
43;1;5637;75;1;21/01/2004;11927
43;2;190;27;2;21/01/2004;11927
43;3;91;48;3;21/01/2004;11927
43;4;6015;35;3;21/01/2004;11927
43;5;8872;34;3;21/01/2004;11927
43;6;1731;90;2;21/01/2004;11927
44;1;1554;48;1;16/01/2004;15905
44;2;8823;100;2;16/01/2004;15905
44;3;8995;52;3;16/01/2004;15905
44;4;4759;77;1;16/01/2004;15905
44;5;9467;44;1;16/01/2004;15905
44;6;8657;34;2;16/01/2004;15905
44;7;7187;79;3;16/01/2004;15905
44;8;1841;33;1;16/01/2004;15905
44;9;1672;88;1;16/01/2004;15905
45;1;9470;66;1;20/01/2004;3525
45;2;1609;80;1;20/01/2004;3525
45;3;4619;68;2;20/01/2004;3525
46;1;3938;73;2;29/01/2004;2018
47;1;5662;9;1;14/01/2004;5864
47;2;348;70;2;14/01/2004;5864
47;3;8140;35;3;14/01/2004;5864
47;4;3564;97;3;14/01/2004;5864
47;5;357;50;2;14/01/2004;5864
47;6;2010;2;2;14/01/2004;5864
47;7;6998;14;1;14/01/2004;5864
47;8;8894;62;2;14/01/2004;5864
47;9;3415;7;1;14/01/2004;5864
48;1;9042;4;1;24/01/2004;16067
48;2;7525;37;1;24/01/2004;16067
48;3;8094;63;1;24/01/2004;16067
48;4;5912;5;1;24/01/2004;16067
48;5;1015;68;1;24/01/2004;16067
48;6;2442;64;1;24/01/2004;16067
48;7;5892;51;1;24/01/2004;16067
49;1;4691;61;1;28/01/2004;18911
49;2;5871;8;1;28/01/2004;18911
49;3;5846;92;2;28/01/2004;18911
49;4;8156;31;3;28/01/2004;18911
49;5;5266;61;2;28/01/2004;18911
49;6;7294;38;1;28/01/2004;18911
49;7;2642;77;2;28/01/2004;18911
49;8;5382;3;1;28/01/2004;18911
49;9;9316;6;2;28/01/2004;18911
50;1;6800;10;2;07/01/2004;10453
50;2;4434;3;1;07/01/2004;10453
50;3;7032;96;1;07/01/2004;10453
51;1;162;87;3;07/01/2004;15185
51;2;8525;33;2;07/01/2004;15185
51;3;3215;11;3;07/01/2004;15185
51;4;5269;74;3;07/01/2004;15185
51;5;2503;1;1;07/01/2004;15185
51;6;733;56;2;07/01/2004;15185
51;7;8899;43;2;07/01/2004;15185
52;1;3440;54;2;17/01/2004;16427
52;2;440;9;1;17/01/2004;16427
52;3;51;3;2;17/01/2004;16427
52;4;2929;35;3;17/01/2004;16427
52;5;8202;91;2;17/01/2004;16427
52;6;4675;7;1;17/01/2004;16427
52;7;1910;93;2;17/01/2004;16427
53;1;7114;6;2;29/01/2004;868
53;2;929;57;3;29/01/2004;868
53;3;8675;86;1;29/01/2004;868
54;1;5787;100;3;15/01/2004;15146
55;1;9465;51;1;24/01/2004;18452
55;2;2749;16;1;24/01/2004;18452
55;3;8098;90;1;24/01/2004;18452
55;4;7468;96;1;24/01/2004;18452
55;5;1734;20;3;24/01/2004;18452
55;6;7609;73;1;24/01/2004;18452
55;7;9812;69;3;24/01/2004;18452
55;8;3416;100;3;24/01/2004;18452
56;1;6005;82;1;15/01/2004;8688
56;2;813;100;2;15/01/2004;8688
56;3;1370;83;2;15/01/2004;8688
57;1;6684;37;2;04/01/2004;17614
57;2;3124;12;3;04/01/2004;17614
58;1;3993;80;1;24/01/2004;2442
58;2;4527;70;1;24/01/2004;2442
58;3;3083;99;2;24/01/2004;2442
58;4;55;24;2;24/01/2004;2442
58;5;1263;82;2;24/01/2004;2442
59;1;9103;69;3;03/01/2004;15606
59;2;627;45;1;03/01/2004;15606
59;3;5271;60;1;03/01/2004;15606
59;4;9279;39;1;03/01/2004;15606
59;5;3880;89;2;03/01/2004;15606
59;6;6385;76;3;03/01/2004;15606
59;7;5395;49;2;03/01/2004;15606
60;1;7893;35;2;26/01/2004;11554
60;2;3819;18;1;26/01/2004;11554
61;1;8493;16;3;26/01/2004;7747
61;2;7145;81;2;26/01/2004;7747
61;3;5162;96;2;26/01/2004;7747
61;4;5025;32;2;26/01/2004;7747
61;5;6719;61;1;26/01/2004;7747
61;6;7560;77;2;26/01/2004;7747
61;7;1391;82;1;26/01/2004;7747
61;8;1959;40;3;26/01/2004;7747
61;9;8443;32;3;26/01/2004;7747
62;1;8885;94;1;06/01/2004;13335
63;1;6577;67;3;15/01/2004;5407
63;2;2220;31;2;15/01/2004;5407
63;3;7785;99;3;15/01/2004;5407
64;1;8735;78;1;05/01/2004;5893
64;2;6740;41;2;05/01/2004;5893
64;3;8326;6;3;05/01/2004;5893
64;4;7734;93;1;05/01/2004;5893
64;5;5905;85;2;05/01/2004;5893
64;6;7638;65;3;05/01/2004;5893
65;1;1790;16;2;09/01/2004;1536
65;2;4431;28;2;09/01/2004;1536
66;1;6077;23;1;21/01/2004;2014
66;2;8058;22;3;21/01/2004;2014
66;3;3988;7;2;21/01/2004;2014
66;4;3943;87;1;21/01/2004;2014
66;5;5997;32;1;21/01/2004;2014
66;6;9016;54;2;21/01/2004;2014
66;7;8813;94;3;21/01/2004;2014
66;8;4607;21;2;21/01/2004;2014
67;1;3012;51;1;10/01/2004;4489
67;2;7495;100;2;10/01/2004;4489
67;3;4859;37;1;10/01/2004;4489
67;4;8589;88;1;10/01/2004;4489
67;5;2932;4;1;10/01/2004;4489
67;6;29;97;3;10/01/2004;4489
68;1;1755;68;1;09/01/2004;16173
68;2;9598;51;3;09/01/2004;16173
68;3;1130;78;3;09/01/2004;16173
68;4;2073;29;3;09/01/2004;16173
68;5;5362;99;3;09/01/2004;16173
68;6;4659;81;3;09/01/2004;16173
68;7;8924;23;3;09/01/2004;16173
69;1;6737;62;1;13/01/2004;3870
69;2;3472;61;2;13/01/2004;3870
70;1;5412;52;1;15/01/2004;12808
70;2;2687;23;1;15/01/2004;12808
70;3;6934;18;2;15/01/2004;12808
70;4;2364;39;2;15/01/2004;12808
70;5;2192;5;2;15/01/2004;12808
71;1;944;99;3;16/01/2004;8529
72;1;1802;3;2;28/01/2004;19733
72;2;4390;79;3;28/01/2004;19733
72;3;6831;40;3;28/01/2004;19733
73;1;6005;23;3;12/01/2004;2807
74;1;3132;89;2;04/01/2004;17382
74;2;4557;69;2;04/01/2004;17382
74;3;7451;71;3;04/01/2004;17382
74;4;9588;88;1;04/01/2004;17382
74;5;206;58;1;04/01/2004;17382
74;6;8979;44;3;04/01/2004;17382
74;7;398;56;2;04/01/2004;17382
74;8;1839;6;1;04/01/2004;17382
75;1;4090;89;2;25/01/2004;12456
75;2;6019;34;3;25/01/2004;12456
75;3;5634;31;1;25/01/2004;12456
75;4;8033;69;3;25/01/2004;12456
75;5;714;86;3;25/01/2004;12456
76;1;9169;84;1;15/01/2004;7691
76;2;9009;57;3;15/01/2004;7691
76;3;1918;63;3;15/01/2004;7691
76;4;9287;48;1;15/01/2004;7691
76;5;8210;21;3;15/01/2004;7691
76;6;5088;23;1;15/01/2004;7691
76;7;1883;67;1;15/01/2004;7691
76;8;6276;98;1;15/01/2004;7691
76;9;7487;24;1;15/01/2004;7691
77;1;5528;57;3;23/01/2004;7011
77;2;9578;96;2;23/01/2004;7011
77;3;6379;12;2;23/01/2004;7011
78;1;993;35;1;01/01/2004;19921
78;2;8011;63;1;01/01/2004;19921
78;3;1861;40;3;01/01/2004;19921
78;4;3808;86;1;01/01/2004;19921
78;5;6981;37;3;01/01/2004;19921
78;6;117;94;3;01/01/2004;19921
78;7;1768;72;2;01/01/2004;19921
78;8;1483;87;3;01/01/2004;19921
78;9;6757;13;3;01/01/2004;19921
79;1;2230;23;1;09/01/2004;10955
79;2;4527;17;3;09/01/2004;10955
79;3;5458;9;2;09/01/2004;10955
79;4;8569;95;3;09/01/2004;10955
79;5;3867;18;3;09/01/2004;10955
79;6;1742;55;1;09/01/2004;10955
79;7;2472;94;2;09/01/2004;10955
79;8;9174;72;2;09/01/2004;10955
80;1;5019;15;3;12/01/2004;12310
80;2;180;48;2;12/01/2004;12310
80;3;6195;39;3;12/01/2004;12310
80;4;5202;90;3;12/01/2004;12310
81;1;7883;67;1;08/01/2004;13507
81;2;3252;67;2;08/01/2004;13507
81;3;6380;9;1;08/01/2004;13507
81;4;2436;38;1;08/01/2004;13507
81;5;1382;10;2;08/01/2004;13507
82;1;132;46;1;07/01/2004;7706
82;2;7452;15;2;07/01/2004;7706
83;1;8971;64;3;17/01/2004;4940
83;2;2355;20;2;17/01/2004;4940
83;3;7395;72;2;17/01/2004;4940
83;4;925;40;2;17/01/2004;4940
83;5;9413;34;3;17/01/2004;4940
84;1;4485;9;2;20/01/2004;5329
84;2;3026;8;2;20/01/2004;5329
84;3;8760;85;2;20/01/2004;5329
85;1;7988;32;2;31/01/2004;13076
85;2;5156;12;1;31/01/2004;13076
85;3;6367;30;3;31/01/2004;13076
85;4;8642;72;2;31/01/2004;13076
85;5;5843;82;1;31/01/2004;13076
85;6;9509;75;1;31/01/2004;13076
85;7;5765;1;1;31/01/2004;13076
85;8;7872;96;2;31/01/2004;13076
85;9;9242;70;2;31/01/2004;13076
86;1;5972;74;1;25/01/2004;2777
86;2;8192;77;2;25/01/2004;2777
86;3;5228;60;3;25/01/2004;2777
87;1;5570;80;1;04/01/2004;3345
87;2;2480;63;1;04/01/2004;3345
87;3;317;82;1;04/01/2004;3345
87;4;7273;81;2;04/01/2004;3345
87;5;2118;65;3;04/01/2004;3345
87;6;9397;73;3;04/01/2004;3345
87;7;7216;76;3;04/01/2004;3345
87;8;3060;56;2;04/01/2004;3345
87;9;1542;21;1;04/01/2004;3345
88;1;8674;23;1;25/01/2004;17189
88;2;8547;8;2;25/01/2004;17189
88;3;9328;82;3;25/01/2004;17189
88;4;5573;31;3;25/01/2004;17189
89;1;3078;20;1;29/01/2004;2284
89;2;2671;80;1;29/01/2004;2284
90;1;2672;97;2;21/01/2004;9578
90;2;3141;25;2;21/01/2004;9578
90;3;804;14;2;21/01/2004;9578
90;4;6633;99;3;21/01/2004;9578
90;5;3277;66;3;21/01/2004;9578
90;6;2465;40;1;21/01/2004;9578
91;1;826;12;1;04/01/2004;2023
92;1;1445;48;2;24/01/2004;19791
92;2;8008;65;2;24/01/2004;19791
92;3;5993;73;2;24/01/2004;19791
92;4;8905;84;1;24/01/2004;19791
92;5;356;46;1;24/01/2004;19791
92;6;7473;25;2;24/01/2004;19791
92;7;7307;12;3;24/01/2004;19791
93;1;3799;10;3;26/01/2004;7879
93;2;3404;55;2;26/01/2004;7879
94;1;677;79;2;02/01/2004;18507
94;2;1123;29;1;02/01/2004;18507
95;1;6683;55;2;04/01/2004;5134
95;2;3554;75;2;04/01/2004;5134
95;3;8002;94;2;04/01/2004;5134
95;4;7162;58;2;04/01/2004;5134
95;5;7405;92;2;04/01/2004;5134
95;6;3750;65;2;04/01/2004;5134
95;7;8409;90;1;04/01/2004;5134
95;8;7036;64;1;04/01/2004;5134
95;9;65;13;1;04/01/2004;5134
96;1;1692;25;1;23/01/2004;931
96;2;6336;92;1;23/01/2004;931
96;3;3610;87;3;23/01/2004;931
97;1;7370;79;1;17/01/2004;4986
97;2;7650;93;2;17/01/2004;4986
98;1;9281;55;2;13/01/2004;9623
98;2;6918;35;3;13/01/2004;9623
99;1;4393;70;3;17/01/2004;7907
99;2;5798;38;2;17/01/2004;7907
99;3;142;46;3;17/01/2004;7907
99;4;4453;24;2;17/01/2004;7907
99;5;304;95;3;17/01/2004;7907
100;1;7747;80;3;13/01/2004;11368
101;1;208;77;2;02/01/2004;10792
101;2;5632;35;3;02/01/2004;10792
101;3;8731;40;1;02/01/2004;10792
101;4;7176;59;2;02/01/2004;10792
102;1;4248;84;2;21/01/2004;14140
103;1;866;40;1;16/01/2004;8779
103;2;7493;39;2;16/01/2004;8779
103;3;8606;1;3;16/01/2004;8779
103;4;5084;49;2;16/01/2004;8779
103;5;5970;40;2;16/01/2004;8779
103;6;1749;83;3;16/01/2004;8779
103;7;9745;65;1;16/01/2004;8779
103;8;3401;69;2;16/01/2004;8779
103;9;1443;2;1;16/01/2004;8779
104;1;5688;88;2;25/01/2004;17236
104;2;5323;3;3;25/01/2004;17236
104;3;592;94;1;25/01/2004;17236
104;4;4325;18;1;25/01/2004;17236
105;1;9932;36;2;31/01/2004;10381
105;2;5271;78;2;31/01/2004;10381
105;3;1091;68;1;31/01/2004;10381
105;4;464;20;1;31/01/2004;10381
105;5;503;69;1;31/01/2004;10381
105;6;4795;3;2;31/01/2004;10381
105;7;5586;56;2;31/01/2004;10381
106;1;7939;86;1;19/01/2004;7022
106;2;7627;70;1;19/01/2004;7022
107;1;1429;86;1;02/01/2004;16437
107;2;9993;17;3;02/01/2004;16437
107;3;517;12;3;02/01/2004;16437
107;4;2300;49;2;02/01/2004;16437
107;5;4939;1;2;02/01/2004;16437
108;1;5611;84;1;22/01/2004;10804
108;2;1433;56;1;22/01/2004;10804
108;3;7262;11;3;22/01/2004;10804
108;4;4707;30;1;22/01/2004;10804
108;5;9631;64;1;22/01/2004;10804
108;6;2659;45;3;22/01/2004;10804
108;7;5907;73;1;22/01/2004;10804
109;1;2762;90;3;17/01/2004;18937
109;2;4467;61;1;17/01/2004;18937
109;3;7854;8;3;17/01/2004;18937
109;4;9066;3;1;17/01/2004;18937
109;5;157;95;2;17/01/2004;18937
109;6;8194;75;2;17/01/2004;18937
109;7;3622;70;2;17/01/2004;18937
110;1;2520;13;3;23/01/2004;10107
110;2;6789;89;1;23/01/2004;10107
110;3;2353;36;3;23/01/2004;10107
110;4;9409;37;3;23/01/2004;10107
110;5;2583;68;2;23/01/2004;10107
111;1;8451;44;2;24/01/2004;1041
112;1;9096;49;1;12/01/2004;12608
112;2;8924;28;3;12/01/2004;12608
112;3;9567;22;1;12/01/2004;12608
113;1;1651;20;1;04/01/2004;13955
113;2;5801;53;3;04/01/2004;13955
113;3;2269;83;3;04/01/2004;13955
113;4;7886;6;1;04/01/2004;13955
113;5;6412;94;1;04/01/2004;13955
113;6;6561;11;2;04/01/2004;13955
114;1;4607;53;3;04/01/2004;16702
114;2;5743;2;3;04/01/2004;16702
114;3;1225;62;2;04/01/2004;16702
114;4;808;27;1;04/01/2004;16702
114;5;2127;82;1;04/01/2004;16702
114;6;2693;75;1;04/01/2004;16702
114;7;7352;64;1;04/01/2004;16702
114;8;9314;57;3;04/01/2004;16702
114;9;408;69;2;04/01/2004;16702
115;1;4353;26;3;24/01/2004;5352
115;2;5795;47;1;24/01/2004;5352
115;3;3818;63;3;24/01/2004;5352
115;4;9264;58;3;24/01/2004;5352
115;5;6223;52;2;24/01/2004;5352
116;1;6802;52;1;22/01/2004;3929
116;2;8212;75;3;22/01/2004;3929
116;3;2681;45;1;22/01/2004;3929
116;4;2148;41;1;22/01/2004;3929
116;5;1194;43;1;22/01/2004;3929
116;6;9034;14;1;22/01/2004;3929
116;7;6576;86;2;22/01/2004;3929
116;8;4278;26;3;22/01/2004;3929
117;1;9543;81;2;06/01/2004;17259
117;2;4380;82;3;06/01/2004;17259
117;3;1784;19;1;06/01/2004;17259
117;4;2677;79;3;06/01/2004;17259
117;5;2566;59;2;06/01/2004;17259
117;6;6685;55;3;06/01/2004;17259
117;7;6482;61;2;06/01/2004;17259
118;1;9195;48;3;26/01/2004;18326
119;1;4704;44;1;06/01/2004;16458
119;2;8323;38;2;06/01/2004;16458
119;3;1501;2;3;06/01/2004;16458
119;4;4101;90;1;06/01/2004;16458
119;5;1182;37;3;06/01/2004;16458
119;6;9850;67;1;06/01/2004;16458
119;7;9082;25;1;06/01/2004;16458
119;8;1586;100;1;06/01/2004;16458
120;1;3167;14;3;21/01/2004;16542
120;2;2345;15;3;21/01/2004;16542
120;3;9754;35;1;21/01/2004;16542
121;1;140;82;2;19/01/2004;3318
121;2;7427;37;3;19/01/2004;3318
121;3;976;43;3;19/01/2004;3318
121;4;6305;8;2;19/01/2004;3318
121;5;9971;53;3;19/01/2004;3318
122;1;2346;24;1;12/01/2004;19640
122;2;4284;52;3;12/01/2004;19640
122;3;307;35;2;12/01/2004;19640
123;1;2440;28;2;07/01/2004;6946
123;2;6111;25;3;07/01/2004;6946
123;3;6021;87;2;07/01/2004;6946
123;4;2954;58;2;07/01/2004;6946
123;5;351;55;1;07/01/2004;6946
124;1;6402;25;3;15/01/2004;2652
125;1;2593;89;1;27/01/2004;19913
125;2;897;71;3;27/01/2004;19913
125;3;488;41;1;27/01/2004;19913
125;4;2173;59;1;27/01/2004;19913
125;5;4676;15;3;27/01/2004;19913
125;6;7287;69;3;27/01/2004;19913
125;7;1143;53;2;27/01/2004;19913
125;8;5514;26;3;27/01/2004;19913
126;1;8846;57;3;29/01/2004;16933
126;2;952;89;3;29/01/2004;16933
126;3;8868;78;3;29/01/2004;16933
126;4;7430;26;3;29/01/2004;16933
126;5;7310;48;2;29/01/2004;16933
126;6;6139;2;3;29/01/2004;16933
126;7;7968;1;3;29/01/2004;16933
126;8;6778;62;3;29/01/2004;16933
126;9;8237;85;3;29/01/2004;16933
127;1;27;64;3;04/01/2004;5824
127;2;1854;83;2;04/01/2004;5824
127;3;4036;25;1;04/01/2004;5824
127;4;4006;87;3;04/01/2004;5824
127;5;757;70;1;04/01/2004;5824
127;6;5300;80;1;04/01/2004;5824
127;7;1003;11;2;04/01/2004;5824
127;8;9062;87;3;04/01/2004;5824
128;1;6273;97;1;05/01/2004;12742
128;2;4618;60;1;05/01/2004;12742
128;3;1381;23;1;05/01/2004;12742
128;4;2000;40;1;05/01/2004;12742
128;5;5766;48;3;05/01/2004;12742
128;6;1008;36;2;05/01/2004;12742
128;7;4604;66;1;05/01/2004;12742
129;1;5996;47;2;05/01/2004;17278
129;2;8188;21;1;05/01/2004;17278
129;3;6456;58;3;05/01/2004;17278
129;4;5463;77;2;05/01/2004;17278
129;5;7622;18;3;05/01/2004;17278
130;1;5505;12;3;06/01/2004;5159
130;2;1209;43;3;06/01/2004;5159
130;3;1961;99;1;06/01/2004;5159
130;4;9437;27;3;06/01/2004;5159
130;5;938;4;1;06/01/2004;5159
130;6;3519;96;2;06/01/2004;5159
130;7;3305;34;2;06/01/2004;5159
130;8;4180;28;3;06/01/2004;5159
131;1;1471;56;3;01/01/2004;351
131;2;7563;52;3;01/01/2004;351
131;3;4014;98;2;01/01/2004;351
131;4;3841;96;2;01/01/2004;351
131;5;7764;26;3;01/01/2004;351
